	support	itemsets	length
141	0.331191	['F17', 'F6']	2
142	0.331191	['F17', 'F7']	2
143	0.331191	['F17', 'F8']	2
144	0.331191	['F17', 'F9']	2
145	0.331191	['F18', 'F19']	2
146	0.331191	['F18', 'F2']	2
147	0.331191	['F18', 'F3']	2
148	0.331191	['F18', 'F5']	2
149	0.331191	['F18', 'F6']	2
150	0.331191	['F18', 'F7']	2
151	0.331191	['F18', 'F8']	2
152	0.331191	['F18', 'F9']	2
153	0.660844	['F19', 'F2']	2
154	0.660844	['F19', 'F3']	2
155	0.660844	['F19', 'F5']	2
156	0.331191	['F19', 'F6']	2
157	0.660844	['F19', 'F7']	2
158	0.660844	['F19', 'F8']	2
159	0.660844	['F19', 'F9']	2
160	0.660844	['F2', 'F3']	2
161	0.660844	['F2', 'F5']	2
162	0.331191	['F2', 'F6']	2
163	0.660844	['F2', 'F7']	2
164	0.660844	['F2', 'F8']	2
165	0.660844	['F2', 'F9']	2
166	0.660844	['F3', 'F5']	2
167	0.331191	['F3', 'F6']	2
168	0.660844	['F3', 'F7']	2
169	0.660844	['F3', 'F8']	2
170	0.660844	['F3', 'F9']	2
171	0.331191	['F5', 'F6']	2
172	0.660844	['F5', 'F7']	2
173	0.660844	['F5', 'F8']	2
174	0.660844	['F5', 'F9']	2
175	0.331191	['F6', 'F7']	2
176	0.331191	['F6', 'F8']	2
177	0.331191	['F6', 'F9']	2
178	0.660844	['F7', 'F8']	2
179	0.660844	['F7', 'F9']	2
180	0.660844	['F8', 'F9']	2
181	0.14809	['F10', 'F12', 'F14']	3
182	0.214267	['F10', 'F12', 'F16']	3
183	0.214267	['F10', 'F12', 'F19']	3
184	0.214267	['F10', 'F12', 'F2']	3
185	0.214267	['F10', 'F12', 'F3']	3
186	0.214267	['F10', 'F12', 'F5']	3
187	0.214267	['F10', 'F12', 'F7']	3
188	0.214267	['F10', 'F12', 'F8']	3
189	0.214267	['F10', 'F12', 'F9']	3
190	0.14809	['F10', 'F14', 'F16']	3
191	0.14809	['F10', 'F14', 'F19']	3
192	0.14809	['F10', 'F14', 'F2']	3
193	0.14809	['F10', 'F14', 'F3']	3
194	0.14809	['F10', 'F14', 'F5']	3
195	0.14809	['F10', 'F14', 'F7']	3
196	0.14809	['F10', 'F14', 'F8']	3
197	0.14809	['F10', 'F14', 'F9']	3
198	0.214267	['F10', 'F16', 'F19']	3
199	0.214267	['F10', 'F16', 'F2']	3
200	0.214267	['F10', 'F16', 'F3']	3
201	0.214267	['F10', 'F16', 'F5']	3
202	0.214267	['F10', 'F16', 'F7']	3
203	0.214267	['F10', 'F16', 'F8']	3
204	0.214267	['F10', 'F16', 'F9']	3
205	0.214267	['F10', 'F19', 'F2']	3
206	0.214267	['F10', 'F19', 'F3']	3
207	0.214267	['F10', 'F19', 'F5']	3
208	0.214267	['F10', 'F19', 'F7']	3
209	0.214267	['F10', 'F19', 'F8']	3
210	0.214267	['F10', 'F19', 'F9']	3
211	0.214267	['F10', 'F2', 'F3']	3
212	0.214267	['F10', 'F2', 'F5']	3
213	0.214267	['F10', 'F2', 'F7']	3
214	0.214267	['F10', 'F2', 'F8']	3
215	0.214267	['F10', 'F2', 'F9']	3
216	0.214267	['F10', 'F3', 'F5']	3
217	0.214267	['F10', 'F3', 'F7']	3
218	0.214267	['F10', 'F3', 'F8']	3
219	0.214267	['F10', 'F3', 'F9']	3
220	0.214267	['F10', 'F5', 'F7']	3
221	0.214267	['F10', 'F5', 'F8']	3
222	0.214267	['F10', 'F5', 'F9']	3
223	0.214267	['F10', 'F7', 'F8']	3
224	0.214267	['F10', 'F7', 'F9']	3
225	0.214267	['F10', 'F8', 'F9']	3
226	0.331191	['F11', 'F12', 'F13']	3
227	0.331191	['F11', 'F12', 'F15']	3
228	0.331191	['F11', 'F12', 'F16']	3
229	0.331191	['F11', 'F12', 'F17']	3
230	0.331191	['F11', 'F12', 'F18']	3
231	0.331191	['F11', 'F12', 'F19']	3
232	0.331191	['F11', 'F12', 'F2']	3
233	0.331191	['F11', 'F12', 'F3']	3
234	0.331191	['F11', 'F12', 'F5']	3
235	0.331191	['F11', 'F12', 'F6']	3
236	0.331191	['F11', 'F12', 'F7']	3
237	0.331191	['F11', 'F12', 'F8']	3
238	0.331191	['F11', 'F12', 'F9']	3
239	0.331191	['F11', 'F13', 'F15']	3
240	0.331191	['F11', 'F13', 'F16']	3
241	0.331191	['F11', 'F13', 'F17']	3
242	0.331191	['F11', 'F13', 'F18']	3
243	0.331191	['F11', 'F13', 'F19']	3
244	0.331191	['F11', 'F13', 'F2']	3
245	0.331191	['F11', 'F13', 'F3']	3
246	0.331191	['F11', 'F13', 'F5']	3
247	0.331191	['F11', 'F13', 'F6']	3
248	0.331191	['F11', 'F13', 'F7']	3
249	0.331191	['F11', 'F13', 'F8']	3
250	0.331191	['F11', 'F13', 'F9']	3
251	0.331191	['F11', 'F15', 'F16']	3
252	0.331191	['F11', 'F15', 'F17']	3
253	0.331191	['F11', 'F15', 'F18']	3
254	0.331191	['F11', 'F15', 'F19']	3
255	0.331191	['F11', 'F15', 'F2']	3
256	0.331191	['F11', 'F15', 'F3']	3
257	0.331191	['F11', 'F15', 'F5']	3
258	0.331191	['F11', 'F15', 'F6']	3
259	0.331191	['F11', 'F15', 'F7']	3
260	0.331191	['F11', 'F15', 'F8']	3
261	0.331191	['F11', 'F15', 'F9']	3
262	0.331191	['F11', 'F16', 'F17']	3
263	0.331191	['F11', 'F16', 'F18']	3
264	0.331191	['F11', 'F16', 'F19']	3
265	0.331191	['F11', 'F16', 'F2']	3
266	0.331191	['F11', 'F16', 'F3']	3
267	0.331191	['F11', 'F16', 'F5']	3
268	0.331191	['F11', 'F16', 'F6']	3
269	0.331191	['F11', 'F16', 'F7']	3
270	0.331191	['F11', 'F16', 'F8']	3
271	0.331191	['F11', 'F16', 'F9']	3
272	0.331191	['F11', 'F17', 'F18']	3
273	0.331191	['F11', 'F17', 'F19']	3
274	0.331191	['F11', 'F17', 'F2']	3
275	0.331191	['F11', 'F17', 'F3']	3
276	0.331191	['F11', 'F17', 'F5']	3
277	0.331191	['F11', 'F17', 'F6']	3
278	0.331191	['F11', 'F17', 'F7']	3
279	0.331191	['F11', 'F17', 'F8']	3
280	0.331191	['F11', 'F17', 'F9']	3
281	0.331191	['F11', 'F18', 'F19']	3
282	0.331191	['F11', 'F18', 'F2']	3
283	0.331191	['F11', 'F18', 'F3']	3
284	0.331191	['F11', 'F18', 'F5']	3
285	0.331191	['F11', 'F18', 'F6']	3
286	0.331191	['F11', 'F18', 'F7']	3
287	0.331191	['F11', 'F18', 'F8']	3
288	0.331191	['F11', 'F18', 'F9']	3
289	0.331191	['F11', 'F19', 'F2']	3
290	0.331191	['F11', 'F19', 'F3']	3
291	0.331191	['F11', 'F19', 'F5']	3
292	0.331191	['F11', 'F19', 'F6']	3
293	0.331191	['F11', 'F19', 'F7']	3
294	0.331191	['F11', 'F19', 'F8']	3
295	0.331191	['F11', 'F19', 'F9']	3
296	0.331191	['F11', 'F2', 'F3']	3
297	0.331191	['F11', 'F2', 'F5']	3
298	0.331191	['F11', 'F2', 'F6']	3
299	0.331191	['F11', 'F2', 'F7']	3
300	0.331191	['F11', 'F2', 'F8']	3
301	0.331191	['F11', 'F2', 'F9']	3
302	0.331191	['F11', 'F3', 'F5']	3
303	0.331191	['F11', 'F3', 'F6']	3
304	0.331191	['F11', 'F3', 'F7']	3
305	0.331191	['F11', 'F3', 'F8']	3
306	0.331191	['F11', 'F3', 'F9']	3
307	0.331191	['F11', 'F5', 'F6']	3
308	0.331191	['F11', 'F5', 'F7']	3
309	0.331191	['F11', 'F5', 'F8']	3
310	0.331191	['F11', 'F5', 'F9']	3
311	0.331191	['F11', 'F6', 'F7']	3
312	0.331191	['F11', 'F6', 'F8']	3
313	0.331191	['F11', 'F6', 'F9']	3
314	0.331191	['F11', 'F7', 'F8']	3
315	0.331191	['F11', 'F7', 'F9']	3
316	0.331191	['F11', 'F8', 'F9']	3
317	0.331191	['F12', 'F13', 'F15']	3
318	0.331191	['F12', 'F13', 'F16']	3
319	0.331191	['F12', 'F13', 'F17']	3
320	0.331191	['F12', 'F13', 'F18']	3
321	0.331191	['F12', 'F13', 'F19']	3
322	0.331191	['F12', 'F13', 'F2']	3
323	0.331191	['F12', 'F13', 'F3']	3
324	0.331191	['F12', 'F13', 'F5']	3
325	0.331191	['F12', 'F13', 'F6']	3
326	0.331191	['F12', 'F13', 'F7']	3
327	0.331191	['F12', 'F13', 'F8']	3
328	0.331191	['F12', 'F13', 'F9']	3
329	0.329653	['F12', 'F14', 'F16']	3
330	0.329653	['F12', 'F14', 'F19']	3
331	0.329653	['F12', 'F14', 'F2']	3
332	0.329653	['F12', 'F14', 'F3']	3
333	0.329653	['F12', 'F14', 'F5']	3
334	0.329653	['F12', 'F14', 'F7']	3
335	0.329653	['F12', 'F14', 'F8']	3
336	0.329653	['F12', 'F14', 'F9']	3
337	0.331191	['F12', 'F15', 'F16']	3
338	0.331191	['F12', 'F15', 'F17']	3
339	0.331191	['F12', 'F15', 'F18']	3
340	0.331191	['F12', 'F15', 'F19']	3
341	0.331191	['F12', 'F15', 'F2']	3
342	0.331191	['F12', 'F15', 'F3']	3
343	0.331191	['F12', 'F15', 'F5']	3
344	0.331191	['F12', 'F15', 'F6']	3
345	0.331191	['F12', 'F15', 'F7']	3
346	0.331191	['F12', 'F15', 'F8']	3
347	0.331191	['F12', 'F15', 'F9']	3
348	0.331191	['F12', 'F16', 'F17']	3
349	0.331191	['F12', 'F16', 'F18']	3
350	0.660844	['F12', 'F16', 'F19']	3
351	0.660844	['F12', 'F16', 'F2']	3
352	0.660844	['F12', 'F16', 'F3']	3
353	0.660844	['F12', 'F16', 'F5']	3
354	0.331191	['F12', 'F16', 'F6']	3
355	0.660844	['F12', 'F16', 'F7']	3
356	0.660844	['F12', 'F16', 'F8']	3
357	0.660844	['F12', 'F16', 'F9']	3
358	0.331191	['F12', 'F17', 'F18']	3
359	0.331191	['F12', 'F17', 'F19']	3
360	0.331191	['F12', 'F17', 'F2']	3
361	0.331191	['F12', 'F17', 'F3']	3
362	0.331191	['F12', 'F17', 'F5']	3
363	0.331191	['F12', 'F17', 'F6']	3
364	0.331191	['F12', 'F17', 'F7']	3
365	0.331191	['F12', 'F17', 'F8']	3
366	0.331191	['F12', 'F17', 'F9']	3
367	0.331191	['F12', 'F18', 'F19']	3
368	0.331191	['F12', 'F18', 'F2']	3
369	0.331191	['F12', 'F18', 'F3']	3
370	0.331191	['F12', 'F18', 'F5']	3
371	0.331191	['F12', 'F18', 'F6']	3
372	0.331191	['F12', 'F18', 'F7']	3
373	0.331191	['F12', 'F18', 'F8']	3
374	0.331191	['F12', 'F18', 'F9']	3
375	0.660844	['F12', 'F19', 'F2']	3
376	0.660844	['F12', 'F19', 'F3']	3
377	0.660844	['F12', 'F19', 'F5']	3
378	0.331191	['F12', 'F19', 'F6']	3
379	0.660844	['F12', 'F19', 'F7']	3
380	0.660844	['F12', 'F19', 'F8']	3
381	0.660844	['F12', 'F19', 'F9']	3
382	0.660844	['F12', 'F2', 'F3']	3
383	0.660844	['F12', 'F2', 'F5']	3
384	0.331191	['F12', 'F2', 'F6']	3
385	0.660844	['F12', 'F2', 'F7']	3
386	0.660844	['F12', 'F2', 'F8']	3
387	0.660844	['F12', 'F2', 'F9']	3
388	0.660844	['F12', 'F3', 'F5']	3
389	0.331191	['F12', 'F3', 'F6']	3
390	0.660844	['F12', 'F3', 'F7']	3
391	0.660844	['F12', 'F3', 'F8']	3
392	0.660844	['F12', 'F3', 'F9']	3
393	0.331191	['F12', 'F5', 'F6']	3
394	0.660844	['F12', 'F5', 'F7']	3
395	0.660844	['F12', 'F5', 'F8']	3
396	0.660844	['F12', 'F5', 'F9']	3
397	0.331191	['F12', 'F6', 'F7']	3
398	0.331191	['F12', 'F6', 'F8']	3
399	0.331191	['F12', 'F6', 'F9']	3
400	0.660844	['F12', 'F7', 'F8']	3
401	0.660844	['F12', 'F7', 'F9']	3
402	0.660844	['F12', 'F8', 'F9']	3
403	0.331191	['F13', 'F15', 'F16']	3
404	0.331191	['F13', 'F15', 'F17']	3
405	0.331191	['F13', 'F15', 'F18']	3
406	0.331191	['F13', 'F15', 'F19']	3
407	0.331191	['F13', 'F15', 'F2']	3
408	0.331191	['F13', 'F15', 'F3']	3
409	0.331191	['F13', 'F15', 'F5']	3
410	0.331191	['F13', 'F15', 'F6']	3
411	0.331191	['F13', 'F15', 'F7']	3
412	0.331191	['F13', 'F15', 'F8']	3
413	0.331191	['F13', 'F15', 'F9']	3
414	0.331191	['F13', 'F16', 'F17']	3
415	0.331191	['F13', 'F16', 'F18']	3
416	0.331191	['F13', 'F16', 'F19']	3
417	0.331191	['F13', 'F16', 'F2']	3
418	0.331191	['F13', 'F16', 'F3']	3
419	0.331191	['F13', 'F16', 'F5']	3
420	0.331191	['F13', 'F16', 'F6']	3
421	0.331191	['F13', 'F16', 'F7']	3
422	0.331191	['F13', 'F16', 'F8']	3
423	0.331191	['F13', 'F16', 'F9']	3
424	0.331191	['F13', 'F17', 'F18']	3
425	0.331191	['F13', 'F17', 'F19']	3
426	0.331191	['F13', 'F17', 'F2']	3
427	0.331191	['F13', 'F17', 'F3']	3
428	0.331191	['F13', 'F17', 'F5']	3
429	0.331191	['F13', 'F17', 'F6']	3
430	0.331191	['F13', 'F17', 'F7']	3
431	0.331191	['F13', 'F17', 'F8']	3
432	0.331191	['F13', 'F17', 'F9']	3
433	0.331191	['F13', 'F18', 'F19']	3
434	0.331191	['F13', 'F18', 'F2']	3
435	0.331191	['F13', 'F18', 'F3']	3
436	0.331191	['F13', 'F18', 'F5']	3
437	0.331191	['F13', 'F18', 'F6']	3
438	0.331191	['F13', 'F18', 'F7']	3
439	0.331191	['F13', 'F18', 'F8']	3
440	0.331191	['F13', 'F18', 'F9']	3
441	0.331191	['F13', 'F19', 'F2']	3
442	0.331191	['F13', 'F19', 'F3']	3
443	0.331191	['F13', 'F19', 'F5']	3
444	0.331191	['F13', 'F19', 'F6']	3
445	0.331191	['F13', 'F19', 'F7']	3
446	0.331191	['F13', 'F19', 'F8']	3
447	0.331191	['F13', 'F19', 'F9']	3
448	0.331191	['F13', 'F2', 'F3']	3
449	0.331191	['F13', 'F2', 'F5']	3
450	0.331191	['F13', 'F2', 'F6']	3
451	0.331191	['F13', 'F2', 'F7']	3
452	0.331191	['F13', 'F2', 'F8']	3
453	0.331191	['F13', 'F2', 'F9']	3
454	0.331191	['F13', 'F3', 'F5']	3
455	0.331191	['F13', 'F3', 'F6']	3
456	0.331191	['F13', 'F3', 'F7']	3
457	0.331191	['F13', 'F3', 'F8']	3
458	0.331191	['F13', 'F3', 'F9']	3
459	0.331191	['F13', 'F5', 'F6']	3
460	0.331191	['F13', 'F5', 'F7']	3
461	0.331191	['F13', 'F5', 'F8']	3
462	0.331191	['F13', 'F5', 'F9']	3
463	0.331191	['F13', 'F6', 'F7']	3
464	0.331191	['F13', 'F6', 'F8']	3
465	0.331191	['F13', 'F6', 'F9']	3
466	0.331191	['F13', 'F7', 'F8']	3
467	0.331191	['F13', 'F7', 'F9']	3
468	0.331191	['F13', 'F8', 'F9']	3
469	0.329653	['F14', 'F16', 'F19']	3
470	0.329653	['F14', 'F16', 'F2']	3
471	0.329653	['F14', 'F16', 'F3']	3
472	0.329653	['F14', 'F16', 'F5']	3
473	0.329653	['F14', 'F16', 'F7']	3
474	0.329653	['F14', 'F16', 'F8']	3
475	0.329653	['F14', 'F16', 'F9']	3
476	0.329653	['F14', 'F19', 'F2']	3
477	0.329653	['F14', 'F19', 'F3']	3
478	0.329653	['F14', 'F19', 'F5']	3
479	0.329653	['F14', 'F19', 'F7']	3
480	0.329653	['F14', 'F19', 'F8']	3
481	0.329653	['F14', 'F19', 'F9']	3
482	0.329653	['F14', 'F2', 'F3']	3
483	0.329653	['F14', 'F2', 'F5']	3
484	0.329653	['F14', 'F2', 'F7']	3
485	0.329653	['F14', 'F2', 'F8']	3
486	0.329653	['F14', 'F2', 'F9']	3
487	0.329653	['F14', 'F3', 'F5']	3
488	0.329653	['F14', 'F3', 'F7']	3
489	0.329653	['F14', 'F3', 'F8']	3
490	0.329653	['F14', 'F3', 'F9']	3
491	0.329653	['F14', 'F5', 'F7']	3
492	0.329653	['F14', 'F5', 'F8']	3
493	0.329653	['F14', 'F5', 'F9']	3
494	0.329653	['F14', 'F7', 'F8']	3
495	0.329653	['F14', 'F7', 'F9']	3
496	0.329653	['F14', 'F8', 'F9']	3
497	0.331191	['F15', 'F16', 'F17']	3
498	0.331191	['F15', 'F16', 'F18']	3
499	0.331191	['F15', 'F16', 'F19']	3
500	0.331191	['F15', 'F16', 'F2']	3
501	0.331191	['F15', 'F16', 'F3']	3
502	0.331191	['F15', 'F16', 'F5']	3
503	0.331191	['F15', 'F16', 'F6']	3
504	0.331191	['F15', 'F16', 'F7']	3
505	0.331191	['F15', 'F16', 'F8']	3
506	0.331191	['F15', 'F16', 'F9']	3
507	0.331191	['F15', 'F17', 'F18']	3
508	0.331191	['F15', 'F17', 'F19']	3
509	0.331191	['F15', 'F17', 'F2']	3
510	0.331191	['F15', 'F17', 'F3']	3
511	0.331191	['F15', 'F17', 'F5']	3
512	0.331191	['F15', 'F17', 'F6']	3
513	0.331191	['F15', 'F17', 'F7']	3
514	0.331191	['F15', 'F17', 'F8']	3
515	0.331191	['F15', 'F17', 'F9']	3
516	0.331191	['F15', 'F18', 'F19']	3
517	0.331191	['F15', 'F18', 'F2']	3
518	0.331191	['F15', 'F18', 'F3']	3
519	0.331191	['F15', 'F18', 'F5']	3
520	0.331191	['F15', 'F18', 'F6']	3
521	0.331191	['F15', 'F18', 'F7']	3
522	0.331191	['F15', 'F18', 'F8']	3
523	0.331191	['F15', 'F18', 'F9']	3
524	0.331191	['F15', 'F19', 'F2']	3
525	0.331191	['F15', 'F19', 'F3']	3
526	0.331191	['F15', 'F19', 'F5']	3
527	0.331191	['F15', 'F19', 'F6']	3
528	0.331191	['F15', 'F19', 'F7']	3
529	0.331191	['F15', 'F19', 'F8']	3
530	0.331191	['F15', 'F19', 'F9']	3
531	0.331191	['F15', 'F2', 'F3']	3
532	0.331191	['F15', 'F2', 'F5']	3
533	0.331191	['F15', 'F2', 'F6']	3
534	0.331191	['F15', 'F2', 'F7']	3
535	0.331191	['F15', 'F2', 'F8']	3
536	0.331191	['F15', 'F2', 'F9']	3
537	0.331191	['F15', 'F3', 'F5']	3
538	0.331191	['F15', 'F3', 'F6']	3
539	0.331191	['F15', 'F3', 'F7']	3
540	0.331191	['F15', 'F3', 'F8']	3
541	0.331191	['F15', 'F3', 'F9']	3
542	0.331191	['F15', 'F5', 'F6']	3
543	0.331191	['F15', 'F5', 'F7']	3
544	0.331191	['F15', 'F5', 'F8']	3
545	0.331191	['F15', 'F5', 'F9']	3
546	0.331191	['F15', 'F6', 'F7']	3
547	0.331191	['F15', 'F6', 'F8']	3
548	0.331191	['F15', 'F6', 'F9']	3
549	0.331191	['F15', 'F7', 'F8']	3
550	0.331191	['F15', 'F7', 'F9']	3
551	0.331191	['F15', 'F8', 'F9']	3
552	0.331191	['F16', 'F17', 'F18']	3
553	0.331191	['F16', 'F17', 'F19']	3
554	0.331191	['F16', 'F17', 'F2']	3
555	0.331191	['F16', 'F17', 'F3']	3
556	0.331191	['F16', 'F17', 'F5']	3
557	0.331191	['F16', 'F17', 'F6']	3
558	0.331191	['F16', 'F17', 'F7']	3
559	0.331191	['F16', 'F17', 'F8']	3
560	0.331191	['F16', 'F17', 'F9']	3
561	0.331191	['F16', 'F18', 'F19']	3
562	0.331191	['F16', 'F18', 'F2']	3
563	0.331191	['F16', 'F18', 'F3']	3
564	0.331191	['F16', 'F18', 'F5']	3
565	0.331191	['F16', 'F18', 'F6']	3
566	0.331191	['F16', 'F18', 'F7']	3
567	0.331191	['F16', 'F18', 'F8']	3
568	0.331191	['F16', 'F18', 'F9']	3
569	0.660844	['F16', 'F19', 'F2']	3
570	0.660844	['F16', 'F19', 'F3']	3
571	0.660844	['F16', 'F19', 'F5']	3
572	0.331191	['F16', 'F19', 'F6']	3
573	0.660844	['F16', 'F19', 'F7']	3
574	0.660844	['F16', 'F19', 'F8']	3
575	0.660844	['F16', 'F19', 'F9']	3
576	0.660844	['F16', 'F2', 'F3']	3
577	0.660844	['F16', 'F2', 'F5']	3
578	0.331191	['F16', 'F2', 'F6']	3
579	0.660844	['F16', 'F2', 'F7']	3
580	0.660844	['F16', 'F2', 'F8']	3
581	0.660844	['F16', 'F2', 'F9']	3
582	0.660844	['F16', 'F3', 'F5']	3
583	0.331191	['F16', 'F3', 'F6']	3
584	0.660844	['F16', 'F3', 'F7']	3
585	0.660844	['F16', 'F3', 'F8']	3
586	0.660844	['F16', 'F3', 'F9']	3
587	0.331191	['F16', 'F5', 'F6']	3
588	0.660844	['F16', 'F5', 'F7']	3
589	0.660844	['F16', 'F5', 'F8']	3
590	0.660844	['F16', 'F5', 'F9']	3
591	0.331191	['F16', 'F6', 'F7']	3
592	0.331191	['F16', 'F6', 'F8']	3
593	0.331191	['F16', 'F6', 'F9']	3
594	0.660844	['F16', 'F7', 'F8']	3
595	0.660844	['F16', 'F7', 'F9']	3
596	0.660844	['F16', 'F8', 'F9']	3
597	0.331191	['F17', 'F18', 'F19']	3
598	0.331191	['F17', 'F18', 'F2']	3
599	0.331191	['F17', 'F18', 'F3']	3
600	0.331191	['F17', 'F18', 'F5']	3
601	0.331191	['F17', 'F18', 'F6']	3
602	0.331191	['F17', 'F18', 'F7']	3
603	0.331191	['F17', 'F18', 'F8']	3
604	0.331191	['F17', 'F18', 'F9']	3
605	0.331191	['F17', 'F19', 'F2']	3
606	0.331191	['F17', 'F19', 'F3']	3
607	0.331191	['F17', 'F19', 'F5']	3
608	0.331191	['F17', 'F19', 'F6']	3
609	0.331191	['F17', 'F19', 'F7']	3
610	0.331191	['F17', 'F19', 'F8']	3
611	0.331191	['F17', 'F19', 'F9']	3
612	0.331191	['F17', 'F2', 'F3']	3
613	0.331191	['F17', 'F2', 'F5']	3
614	0.331191	['F17', 'F2', 'F6']	3
615	0.331191	['F17', 'F2', 'F7']	3
616	0.331191	['F17', 'F2', 'F8']	3
617	0.331191	['F17', 'F2', 'F9']	3
618	0.331191	['F17', 'F3', 'F5']	3
619	0.331191	['F17', 'F3', 'F6']	3
620	0.331191	['F17', 'F3', 'F7']	3
621	0.331191	['F17', 'F3', 'F8']	3
622	0.331191	['F17', 'F3', 'F9']	3
623	0.331191	['F17', 'F5', 'F6']	3
624	0.331191	['F17', 'F5', 'F7']	3
625	0.331191	['F17', 'F5', 'F8']	3
626	0.331191	['F17', 'F5', 'F9']	3
